,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location,temperature,apparent_temperature,humidity,weather_code,precipitation,snowfall,wind_speed,wind_direction,soil_temperature,soil_moisture,sunrise,sunset,day_or_night_code
33,33,33,33,DD561500GK,240024380,ROCKVILLE,Property Damage Crash,05/23/2024 10:45:00 AM,Municipality Route,SPRING AVE,,,,,Other,Rain,Wet,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,2D7B138C-4DF0-4C02-AD26-135DBFE908F3,No,No Apparent Injury,,Not Distracted,MD,06AF3C7D-1903-42CD-AA9D-2D9263640CF3,Functional,Six O Clock,Pickup,Backing,Eastbound,25,No,No,2004,CHEVROLET,SILVERADO HD,39.09325112,-77.14973797,"(39.09325112, -77.14973797)",21.865501403808594,24.75333023071289,92.6201400756836,61.0,1.600000023841858,0.0,8.854828834533691,296.5649719238281,20.765501022338867,0.492000013589859,04:48:00,19:22:00,0
34,34,34,34,MCP29770036,180003301,Montgomery County Police,Property Damage Crash,01/20/2018 01:50:00 PM,Maryland (State),NEW HAMPSHIRE AVE,POWDER MILL RD,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,530136BA-4626-494D-9EBD-45B7A875FECA,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,6CA72E1A-51FA-47C7-9C91-36E315A9FA9B,SUPERFICIAL,TWO OCLOCK,FIRE VEHICLE/EMERGENCY,PASSING,North,40,No,No,2006,CHEV,TAHOE,39.024425,-76.979465,"(39.024425, -76.979465)",12.080500602722168,8.03670597076416,44.94166564941406,1.0,0.0,0.0,13.679999351501465,270.0,4.280500411987305,0.45500001311302185,07:23:00,17:15:00,1
35,35,35,35,MCP2904007R,200037383,Montgomery County Police,Injury Crash,09/23/2020 02:40:00 PM,Maryland (State),16TH ST,LYTTONSVILLE RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,C663B244-22BE-4890-8AE0-990B5F6CE6FA,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,05125BC7-391B-424A-9AC4-239048251450,DISABLING,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,35,No,No,2014,VOLKSWAGEN,PASSAT,39.00182167,-77.04049667,"(39.00182167, -77.04049667)",25.680999755859375,24.687847137451172,39.35940933227539,0.0,0.0,0.0,10.446206092834473,268.0251159667969,22.180999755859375,0.39399999380111694,05:57:00,18:03:00,1
36,36,36,36,MCP263900D4,210043056,Montgomery County Police,Injury Crash,10/26/2021 08:55:00 AM,Maryland (State),FREDERICK RD,WEST OLD BALTIMORE RD,,,,HEAD ON LEFT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,FC2EA043-98C7-4CBF-9E3C-69AB64322874,Yes,POSSIBLE INJURY,,NOT DISTRACTED,MD,120A8705-8D14-4AC8-A260-99C6A2677FBF,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,40,No,No,2017,HONDA,ACCORD,39.21575833,-77.252615,"(39.21575833, -77.252615)",15.032999992370605,12.807262420654297,87.55489349365234,51.0,0.20000000298023224,0.0,21.749481201171875,294.4439392089844,15.433000564575195,0.47999998927116394,06:30:00,17:15:00,0
37,37,37,37,MCP2612001H,16050132,Montgomery County Police,Injury Crash,09/29/2016 05:06:00 PM,County,CONNECTICUT AVE,GRAND PRE RD,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,B9DB100C-33BB-4E22-9768-E9F4B65C0672,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",INATTENTIVE OR LOST IN THOUGHT,MD,D4FE1DD1-2EB5-450A-B3BA-13C883A2A621,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,No,No,2013,BMW,128I,39.08627833,-77.07412833,"(39.08627833, -77.07412833)",17.386999130249023,17.076047897338867,95.66380310058594,51.0,0.20000000298023224,0.0,18.214717864990234,71.5649642944336,18.73699951171875,0.47600001096725464,06:02:00,17:53:00,1
38,38,38,38,MCP3004004F,240054878,MONTGOMERY,Property Damage Crash,11/15/2024 04:07:00 PM,,,,"Service Road        8330 GRUBB ROAD SILVER SPRING, MD 

BUS TURNAROUND",,,"Sideswipe, Same Direction",Clear,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,DB359E6B-BF60-4924-A913-2F9AF35EDE87,No,No Apparent Injury,,Not Distracted,DC,80AFA673-BDBD-4184-873B-192192AA392D,Functional,One O Clock,Sport Utility Vehicle,Negotiating a Curve,Northbound,0,No,No,2022,JEEP,WRANGLER,38.9922877,-77.0510035,"(38.9922877, -77.0510035)",12.339499473571777,9.611695289611816,71.53672790527344,2.0,0.0,0.0,14.000713348388672,315.0000915527344,11.689499855041504,0.32899999618530273,06:51:00,16:54:00,1
39,39,39,39,MCP33720019,230052847,Montgomery County Police,Property Damage Crash,09/02/2023 07:57:00 PM,County,LONGMEAD CROSSING DR,PARK VISTA DR,,,,SAME DIR REAR END,CLEAR,DRY,DUSK,NO CONTROLS,UNKNOWN,,A1A618B4-A5D5-4D1C-9CC9-3A0F937D19AC,No,NO APPARENT INJURY,,UNKNOWN,,AE62E42A-5432-41B0-A12A-1A82BC055DF7,UNKNOWN,SIX OCLOCK,AMBULANCE/EMERGENCY,SLOWING OR STOPPING,North,25,No,No,2016,MAZDA,TK,39.1070442,-77.05393103,"(39.1070442, -77.05393103)",22.589500427246094,23.308712005615234,67.15738677978516,2.0,0.0,0.0,9.720000267028809,180.0,24.239500045776367,0.2709999978542328,05:37:00,18:37:00,0
40,40,40,40,MCP22470011,15059601,MONTGOMERY,Property Damage Crash,11/21/2015 09:05:00 PM,County,BRIGGS CHANEY RD,AUTOMOBILE BLVD,,,,SAME DIR REAR END,,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,7717D848-082C-4FC3-A625-3C8691AE33F4,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,EB6EAD60-5E60-4288-AEB3-B41D95C30814,SUPERFICIAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,East,35,No,No,2015,JEEP,LIBERTY,39.08104833,-76.94659,"(39.08104833, -76.94659)",8.06149959564209,5.505008697509766,86.00341796875,1.0,0.0,0.0,10.464797019958496,153.4350128173828,9.211499214172363,0.4490000009536743,06:57:00,16:49:00,0
41,41,41,41,MCP3299001F,220005846,Montgomery County Police,Property Damage Crash,02/10/2022 02:01:00 PM,County,RANDOLPH RD,BREGMAN RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,9894FA1B-6C87-4D67-B0A1-DBFBEE0A7C2E,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,VA,A7BC7492-5839-44B0-8D1F-749BFDA9591E,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,CHANGING LANES,West,40,No,No,2003,FORD,E250,39.07522617,-77.0045115,"(39.07522617, -77.0045115)",11.607500076293945,6.295836448669434,39.5742073059082,3.0,0.0,0.0,20.163211822509766,271.02301025390625,7.857499599456787,0.4519999921321869,07:05:00,17:39:00,1
42,42,42,42,MCP28450063,200002063,Montgomery County Police,Injury Crash,01/13/2020 06:30:00 AM,Maryland (State),NEW HAMPSHIRE AVE,CRESTHAVEN DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,03B9A842-0B5E-43F0-B486-3905AA00B2EF,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,ABFFB421-7D7E-41A9-B2F1-732D526D3B97,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,40,No,No,2014,TOYOTA,CAMRY,39.03081733,-76.98438483,"(39.03081733, -76.98438483)",4.6570000648498535,1.5418128967285156,81.47533416748047,3.0,0.0,0.0,8.759178161621094,80.53775024414062,7.957000255584717,0.4620000123977661,07:26:00,17:07:00,1
43,43,43,43,MCP2298007H,16004607,Montgomery County Police,Injury Crash,01/28/2016 06:26:00 PM,Maryland (State),OLD HUNDRED RD,COMUS RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,WET,DARK NO LIGHTS,STOP SIGN,NONE DETECTED,,60D9E3CC-3734-42BD-9DB4-AF3A8862B472,Yes,SUSPECTED MINOR INJURY,"N/A, WET",NO DRIVER PRESENT,MD,B70441B2-BAC2-46BF-B393-C83A96AF6A2A,FUNCTIONAL,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,30,No,No,2003,BMW,330XI,39.24674833,-77.349865,"(39.24674833, -77.349865)",-0.09250001609325409,-3.755216121673584,86.06709289550781,2.0,0.0,0.0,8.427383422851562,160.0167999267578,-0.5925000309944153,0.47099998593330383,07:19:00,17:24:00,1
44,44,44,44,MCP3377002F,240050409,MONTGOMERY,Property Damage Crash,10/21/2024 05:00:00 PM,County Route,CAMERON ST,GEORGIA AVE,,,,"Sideswipe, Same Direction",Clear,Dry,Daylight,No Controls,"Unknown, Unknown",,79FACF57-E34C-410D-87FA-EE81846CB4C6,No,,,,,0B6C9A1F-1438-4FFA-9D8A-B8DE4604D2CA,Vehicle Not at Scene,Vehicle Not at Scene,,Changing Lanes,,35,No,No,0,,,38.99758204,-77.02971824,"(38.99758204, -77.02971824)",17.878999710083008,16.919410705566406,65.95964813232422,0.0,0.0,0.0,9.600936889648438,263.5412902832031,18.178998947143555,0.367000013589859,06:24:00,17:20:00,1
45,45,45,45,MCP3064001P,190003039,Montgomery County Police,Injury Crash,01/19/2019 12:50:00 PM,County,SHOREFIELD RD,GEORGIA AVE,,,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,,NONE DETECTED,,BEDA4A66-B4F9-42DA-8396-F501E6F5EC0A,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,6EDC91F6-8461-42AF-89CE-6A55F4C445C1,NO DAMAGE,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,30,No,No,2014,FORD,F150,39.05302133,-77.04945417,"(39.05302133, -77.04945417)",2.2899999618530273,-2.091935396194458,83.54704284667969,3.0,0.0,0.0,15.256525993347168,109.29014587402344,3.0899999141693115,0.4779999852180481,07:23:00,17:13:00,0
46,46,46,46,MCP1182002S,190045915,Montgomery County Police,Property Damage Crash,09/25/2019 08:15:00 AM,Maryland (State),OLD GEORGETOWN RD,ALTA VISTA RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,297F5005-7002-45D7-9F2C-0E0889C80ED4,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,AAC6D50D-3B50-4BF0-A530-919A494C62AE,FUNCTIONAL,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,35,No,No,2014,HONDA,CRV,39.00605333,-77.11151333,"(39.00605333, -77.11151333)",18.652999877929688,18.328479766845703,61.28754806518555,0.0,0.0,0.0,4.452953815460205,284.0362548828125,17.453001022338867,0.2939999997615814,05:58:00,18:01:00,0
47,47,47,47,MCP29670072,250034164,MONTGOMERY,Property Damage Crash,07/31/2025 06:45:00 PM,County Route,SEVEN LOCKS RD,,,,,"Sideswipe, Same Direction",Rain,Wet,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,6D2A5D28-D840-4250-B9FD-BD95A3134321,No,No Apparent Injury,,Not Distracted,MD,0D76FDD1-E885-41F5-828D-61E763A7ADE5,Disabling,Two O Clock,Sport Utility Vehicle,Moving Constant Speed,Southbound,35,No,No,2023,LEXUS,RX,39.02182218,-77.16223222,"(39.02182218, -77.16223222)",24.171001434326172,29.230609893798828,94.7265396118164,63.0,3.5,0.0,4.10857629776001,28.810697555541992,27.22100067138672,0.46700000762939453,05:08:00,19:21:00,0
48,48,48,48,MCP2799003R,180009977,Montgomery County Police,Property Damage Crash,02/26/2018 06:20:00 PM,County,EDNOR RD,ALEXANDER MANOR DR,,,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,19C1D6C5-68BA-470C-A051-A6623088CF37,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,FC14D0AE-CC74-4428-BA88-1A9CFE9B54C5,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40,No,No,2007,HONDA,ODESSEY,39.12736833,-77.01823167,"(39.12736833, -77.01823167)",6.910999774932861,3.3606672286987305,57.15888595581055,1.0,0.0,0.0,8.766572952270508,289.1791076660156,8.511000633239746,0.4819999933242798,06:44:00,17:57:00,1
49,49,49,49,MCP30520017,180027348,Montgomery County Police,Property Damage Crash,06/03/2018 10:25:00 PM,,,,PARKING LOT OF 701 RUSSELL AVE,,,SAME DIRECTION RIGHT TURN,,,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,,A75D53C3-F23E-40BA-AD3A-0C9BE179980C,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,7FA96F60-DA37-4399-B983-24BBB0C83859,SUPERFICIAL,SIX OCLOCK,TRANSIT BUS,MAKING RIGHT TURN,South,25,No,No,2017,GILG,BU,39.15310833,-77.20034833,"(39.15310833, -77.20034833)",12.42199993133545,11.333365440368652,94.55596160888672,3.0,0.0,0.0,10.799999237060547,36.86997985839844,15.772000312805176,0.5070000290870667,04:43:00,19:29:00,0
50,50,50,50,MCP3158000S,180063869,Montgomery County Police,Property Damage Crash,12/21/2018 06:33:00 PM,County,EAST VILLAGE AVE,LEWISBERRY DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,343C0451-7677-4A44-8466-DD695C24B6D0,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,28A2A1E7-9560-4F7F-A14A-298A05F047AD,FUNCTIONAL,TEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,30,No,No,2009,NISSON,ALTIMA,39.185025,-77.17599333,"(39.185025, -77.17599333)",11.961000442504883,10.13346004486084,93.6004638671875,1.0,0.0,0.0,14.578887939453125,200.22494506835938,12.011000633239746,0.5059999823570251,07:24:00,16:48:00,1
51,51,51,51,MCP15750076,180043204,Montgomery County Police,Injury Crash,08/30/2018 08:05:00 AM,Maryland (State),FREDERICK RD,REDLAND RD,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,AD306BE6-2069-40A0-8BAD-676D99FC26A9,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,010BDD51-0D24-45B8-8B80-2078BB011BF1,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,30,No,No,2016,KIA,SOUL,39.11575833,-77.16604,"(39.11575833, -77.16604)",26.161500930786133,29.42333984375,75.3709945678711,2.0,0.0,0.0,9.339207649230957,332.447265625,25.661500930786133,0.35899999737739563,05:35:00,18:42:00,0
52,52,52,52,MCP94190016,170503561,Montgomery County Police,Property Damage Crash,04/22/2017 02:14:00 PM,County,REDLAND RD,ENT SHADY GROVE METRO STATION,,,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,OTHER,NONE DETECTED,,5F72DD81-1386-49FE-B679-99D5B8D6BBCC,Yes,NO APPARENT INJURY,"N/A, WET",LOOKED BUT DID NOT SEE,MD,B0725C17-BC29-4D4D-A1C8-A61F5A4A08ED,SUPERFICIAL,SEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,35,No,No,2003,LEXS,4S,39.83806818,-76.86584473,"(39.83806818, -76.86584473)",10.501999855041504,8.456117630004883,91.35293579101562,51.0,0.4000000059604645,0.0,12.522619247436523,341.56494140625,12.802000045776367,0.40400001406669617,05:18:00,18:52:00,1
53,53,53,53,MCP27800078,230050547,Montgomery County Police,Property Damage Crash,08/21/2023 03:06:00 PM,County,MIDDLEBROOK RD,AMARANTH DR,,,,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E7BD3527-0A4F-4A16-8EE5-E8F453C7DC27,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,BF3A6E2D-6E47-42DE-BA07-AF4756086B2C,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,No,No,2020,NISS,SENTRA,39.17410833,-77.25082517,"(39.17410833, -77.25082517)",33.319000244140625,34.072357177734375,37.73126220703125,3.0,0.0,0.0,12.768586158752441,319.5740051269531,31.769001007080078,0.3009999990463257,05:27:00,18:56:00,1
54,54,54,54,MCP2923005J,190030746,Montgomery County Police,Property Damage Crash,06/27/2019 09:24:00 PM,County,RANDOLPH RD,GLENMONT CIR #1,,,,OTHER,CLOUDY,DRY,DARK LIGHTS ON,OTHER,NONE DETECTED,,7251FEA8-D495-4C74-99AB-A062D12E09E3,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,74B459AD-5061-4F46-AD88-B653D7B1EDEC,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,35,No,No,2018,TOYOTA,RAV4,39.05966402,-77.04638085,"(39.05966402, -77.04638085)",25.059499740600586,27.54034423828125,69.80066680908203,2.0,0.0,0.0,6.6380720138549805,319.3987731933594,26.909500122070312,0.31299999356269836,04:44:00,19:38:00,0
55,55,55,55,MCP3030002B,190019935,Montgomery County Police,Injury Crash,04/28/2019 06:02:00 PM,Maryland (State),FALLS RD,GABLE MANOR CT,,,,HEAD ON,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,F38EEEF7-FBD1-45E9-B31C-C444C4E9D842,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,B16450AD-0BAC-46FC-952F-B78E27E6BDC1,DISABLING,NINE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2016,VOLVO,4S,39.02130167,-77.20762833,"(39.02130167, -77.20762833)",13.704500198364258,10.332966804504395,66.40100860595703,0.0,0.0,0.0,18.775300979614258,355.60137939453125,17.40450096130371,0.4410000145435333,05:14:00,18:58:00,0
56,56,56,56,MCP2987007H,220050174,Montgomery County Police,Property Damage Crash,11/13/2022 09:02:00 PM,US (State),COLESVILLE RD,SOUTHWOOD AVE,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK -- UNKNOWN LIGHTING,TRAFFIC SIGNAL,NONE DETECTED,,D27DD3CF-A94F-41F5-8B70-A7E134EBAFA8,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,731C5C37-E6E0-449B-BB06-2F0EF839E85D,SUPERFICIAL,NINE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,50,No,No,2019,AUDI,A5,39.02595418,-77.01074089,"(39.02595418, -77.01074089)",4.869499683380127,-0.11740827560424805,48.187950134277344,0.0,0.0,0.0,14.98222827911377,305.2176818847656,9.519499778747559,0.4300000071525574,06:49:00,16:55:00,0
57,57,57,57,DD56060052,190012395,Rockville Police Departme,Injury Crash,03/17/2019 11:12:00 AM,Maryland (State),VEIRS MILL RD,JEFFERSON PLAZA,,ROCKVILLE,,HEAD ON,CLEAR,DRY,DARK LIGHTS ON,WARNING SIGN,NONE DETECTED,,9E70C396-3FF3-46BE-8C50-E95EA4432812,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,77627C49-2769-4854-9808-BC53FE232117,DISABLING,TWELVE OCLOCK,OTHER,MOVING CONSTANT SPEED,East,35,No,No,2012,VOVL,4S,39.42202833,-77.434255,"(39.42202833, -77.434255)",5.488500118255615,0.5261526107788086,43.66544723510742,2.0,0.0,0.0,14.277982711791992,303.6900939941406,6.738500118255615,0.3310000002384186,06:17:00,18:18:00,0
58,58,58,58,MCP14380088,190016834,Montgomery County Police,Property Damage Crash,04/11/2019 09:20:00 AM,County,SHADY GROVE RD,FREDERICK RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,0DF8B344-5378-481A-AC34-71D79F7A764F,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,A709B032-D264-42FA-898A-07AE307C0023,DISABLING,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,West,40,No,No,2014,NISS,SU,39.12207167,-77.178455,"(39.12207167, -77.178455)",9.315999984741211,5.1277055740356445,54.35160827636719,3.0,0.0,0.0,14.764389038085938,91.39714813232422,10.515999794006348,0.4009999930858612,05:37:00,18:41:00,0
59,59,59,59,MCP243600F8,210052190,Montgomery County Police,Injury Crash,12/22/2021 12:50:00 PM,Maryland (State),UNIVERSITY BLVD E,DEARBORN AVE,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A12D803E-A659-44CC-9A17-B2EFF76C3E7A,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,6CED5A19-F94E-4858-B302-A2D0A017BA38,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2003,HYUNDAI,ELANTRA,39.0112316,-77.00169827,"(39.0112316, -77.00169827)",7.513500213623047,1.1293840408325195,51.354949951171875,2.0,0.0,0.0,27.333934783935547,310.1919860839844,5.813499927520752,0.3799999952316284,07:24:00,16:49:00,0
60,60,60,60,DD5601002L,17002314,Rockville Police Departme,Property Damage Crash,01/13/2017 06:25:00 PM,Maryland (State),ROCKVILLE PIKE,TALBOTT ST,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,F2E3194D-48B6-4DCC-84E1-09F648F84286,Yes,NO APPARENT INJURY,,UNKNOWN,MD,A05C32A6-F3C1-45DF-BA40-15E19D8DB65D,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,UNKNOWN,North,40,No,No,2002,FORD,TK,39.07085633,-77.1316765,"(39.07085633, -77.1316765)",3.82450008392334,-0.5833697319030762,52.25825881958008,3.0,0.0,0.0,11.090103149414062,346.865966796875,7.07450008392334,0.453000009059906,07:26:00,17:08:00,1
61,61,61,61,MCP2780003C,170539011,Montgomery County Police,Property Damage Crash,10/26/2017 04:41:00 PM,Maryland (State),FREDERICK RD,COLLINS DR,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,,,263869A1-9AC1-4DF9-961A-A88B9344C1CD,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,3D2D5F19-6D21-4B63-BA18-F66E48BE12CD,SUPERFICIAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,South,40,No,No,2009,JEEP,TK,39.19393,-77.24387333,"(39.19393, -77.24387333)",10.670000076293945,7.190512657165527,48.06878662109375,0.0,0.0,0.0,9.422101020812988,263.41815185546875,14.119999885559082,0.42399999499320984,06:30:00,17:15:00,1
62,62,62,62,MCP2588001T,16048475,Montgomery County Police,Injury Crash,09/21/2016 07:29:00 AM,Maryland (State),VEIRS MILL RD,TURKEY BRANCH PKWY,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,OTHER,NONE DETECTED,,D9382743-AA4E-4B58-B8F7-0493944FB239,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,B5BB0412-08B2-4B9A-9C39-759DEABC7CC8,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,45,No,No,1999,TOYOTA,CAMRY,39.05989,-77.08879667,"(39.05989, -77.08879667)",20.597000122070312,21.864898681640625,82.681640625,3.0,0.0,0.0,9.904906272888184,19.09359359741211,21.246999740600586,0.4359999895095825,05:55:00,18:06:00,0
63,63,63,63,MCP3190001Y,200023046,Montgomery County Police,Property Damage Crash,06/12/2020 02:25:00 AM,County,GALT AVE,DAWSON AVE,,,,OTHER,,DRY,DARK NO LIGHTS,,ALCOHOL PRESENT,,03FFE81C-6CAF-4980-BA0D-848BE83B1CC4,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,2BC6E72C-BAB7-4FAB-9C81-EA1E62FE2B68,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,No,No,2012,HONDA,PILOT,39.04552667,-77.05532,"(39.04552667, -77.05532)",20.59000015258789,19.978275299072266,61.93698501586914,3.0,0.0,0.0,10.799999237060547,306.8699645996094,22.190000534057617,0.3409999907016754,04:41:00,19:34:00,1
64,64,64,64,MCP94280024,190014869,Montgomery County Police,Property Damage Crash,03/31/2019 07:12:00 AM,County,LOCBURY DR,LOCBURY CT,,,,SAME DIRECTION SIDESWIPE,RAINING,WET,DAWN,STOP SIGN,ALCOHOL PRESENT,,650B0A79-15B7-49E9-9BB6-E0191FF2A097,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,A7F89C2C-8C5E-49FC-9000-395C75EA312C,DISABLING,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,30,No,No,2011,TOYT,RAV4,39.18590865,-77.26582799,"(39.18590865, -77.26582799)",13.214999198913574,11.819465637207031,85.09842681884766,51.0,0.20000000298023224,0.0,11.212135314941406,227.6026153564453,14.764999389648438,0.44200000166893005,05:55:00,18:31:00,0
65,65,65,65,MCP2929000Q,15032668,MONTGOMERY,Property Damage Crash,07/04/2015 10:56:00 AM,County,RANDOLPH RD,KEMP MILL RD,,,,SAME DIR REAR END,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,4FB5A317-C8FB-46B3-8D6B-CB2190FB1FEF,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,4E8A5C8E-F106-4726-84F4-6E46CEA9CC38,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,45,No,No,2014,MITSUBISHI,TK,39.0665,-77.030825,"(39.0665, -77.030825)",22.5,26.281280517578125,87.39196014404297,51.0,0.30000001192092896,0.0,1.6099690198898315,333.4350280761719,22.200000762939453,0.48100000619888306,04:47:00,19:37:00,0
66,66,66,66,MCP2466004B,230028136,Montgomery County Police,Property Damage Crash,06/11/2023 02:12:00 PM,Maryland (State),GEORGIA AVE,FOREST GLEN RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,FD27D5C1-168C-4652-BB00-18988BAA9D14,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,7DC0E728-A474-483B-9D3D-CA6BDAFF6F3C,SUPERFICIAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,North,30,No,No,2013,TOYT,HIGHLANDER TK,39.01546217,-77.04259422,"(39.01546217, -77.04259422)",30.533498764038086,28.435657501220703,26.929752349853516,3.0,0.0,0.0,15.856355667114258,182.60250854492188,28.083499908447266,0.3009999990463257,04:42:00,19:33:00,1
