Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location,Vehicle Cutted in 5 years intervals
MCP1022006H,17010650,Montgomery County Police,Injury Crash,02/28/2017 08:34:00 AM,Maryland (State),WOODFIELD RD,ENT TO WOODFIELD SCHOOL,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,8A2B139A-DC62-41CB-881F-22C136492F10,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,2F76FABC-B7C7-4589-8C79-A7476BD5D913,SUPERFICIAL,TWELVE OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",MOVING CONSTANT SPEED,South,30,No,No,2016,INTL,DS,39.25367333,-77.19784833,"(39.25367333, -77.19784833)",2015
DD5638000G,190034801,Rockville Police Departme,Injury Crash,07/22/2019 01:20:00 PM,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,,ROCKVILLE,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,437E13C9-C711-4A8E-93A0-93A889238255,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,D75BF36E-BAA6-4B36-BA11-DEB15A9C0317,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2004,HOND,CIVIC,39.075035,-77.11562833,"(39.075035, -77.11562833)",2000
DD5615006F,180055429,Rockville Police Departme,Property Damage Crash,10/28/2018 04:00:00 PM,Municipality,BROADWOOD DR,BURRIS RD,,ROCKVILLE,,OTHER,,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,ECD48A62-4304-43AB-892B-7BD45911D174,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,946EE34B-0657-489B-8458-FC54D3AE7762,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,BACKING,South,25,No,No,2014,HONDA,CIVIC,39.07626993,-77.1244631,"(39.07626993, -77.1244631)",2010
MCP9442000P,17005356,Montgomery County Police,Property Damage Crash,01/31/2017 08:35:00 AM,County,REDLAND RD,ROSLYN AVE,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,070830BD-F6B4-44C2-A16F-668E58B3CAA0,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,0F0AD7A4-F718-4776-9222-0C8ABB00F437,FUNCTIONAL,FIVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,No,No,2015,BMW,X3,39.142885,-77.14411667,"(39.142885, -77.14411667)",2015
EJ7871005L,220020246,Gaithersburg Police Depar,Property Damage Crash,05/12/2022 05:31:00 PM,County,LOST KNIFE RD,MONTGOMERY VILLAGE AVE,,,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,66C6178A-638C-4020-A907-3CFFCF0F9DF6,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,55C44CFD-CD00-49E1-A041-3B5D93687B21,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,South,25,No,No,2010,DODGE,NITRO,39.15478955,-77.204184,"(39.15478955, -77.204184)",2010
MCP2278001Q,17015586,Montgomery County Police,Property Damage Crash,03/27/2017 12:00:00 PM,County,WHITTIER BLVD,WILSON LA,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D48CDD76-239F-4581-AAD1-EC70E51FFCC3,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,D3227ABA-5F99-46CE-8B69-BFDC58639DBC,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,25,No,No,2015,CHEV,MALIBU,38.9883055,-77.12754518,"(38.9883055, -77.12754518)",2015
MCP2902006Z,250039030,MONTGOMERY,Property Damage Crash,08/31/2025 04:55:00 PM,County Route,MOONWALK CT,,,,,Single Vehicle,Clear,Dry,Daylight,No Controls,"Unknown, Unknown",,D4E6FE4C-CFB3-403C-B8AB-402294886D48,Yes,No Apparent Injury,Failed to Keep in Proper Lane,Unknown,MD,4CB8F8A2-7161-4EEE-9F63-F9E87674EB95,Disabling,One O Clock,Passenger Car,,Northbound,30,No,No,2013,HYUNDAI,ELANTRA,39.17136733,-77.29363329,"(39.17136733, -77.29363329)",2010
MCP3037003J,210027921,Montgomery County Police,Property Damage Crash,07/19/2021 03:25:00 PM,Maryland (State),RIDGE RD,SPUR TO HENDERSON CORNER RD,,,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,04A71BFD-B6BB-4551-83BF-FCA4B9ADEA09,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,36AD2772-D9E6-4339-839C-88D880990463,OTHER,ELEVEN OCLOCK,POLICE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,South,30,No,No,2015,DODGE,DURANGO,39.20559165,-77.24320615,"(39.20559165, -77.24320615)",2015
MCP22540024,190003031,Montgomery County Police,Property Damage Crash,01/19/2019 12:05:00 PM,Maryland (State),RIDGE RD,DAMASCUS BLVD,,,,OPPOSITE DIR BOTH LEFT TURN,,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,5D8920D8-8572-4A74-8FEB-873CB8E8B3AE,Unknown,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,59EFADB3-F71A-40A9-BAF7-3A6501FCA4CA,DISABLING,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,35,No,No,1993,NISSAN,VAN,39.287805,-77.20694,"(39.287805, -77.20694)",1990
MCP25030020,240060244,MONTGOMERY,Injury Crash,12/17/2024 12:00:00 PM,County Route,W WILLARD RD,,,,,Single Vehicle,Cloudy,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,A266E207-85C8-4225-B2EA-D1B6BFF315A2,No,Suspected Minor Injury,,Not Distracted,MD,98762F58-8014-42B7-A3E3-098EFE141834,Disabling,Eleven O Clock,Other Trucks,,Southbound,35,No,No,2025,FREIGHTLINER,M2,39.10658167,-77.42196167,"(39.10658167, -77.42196167)",2025
MCP2177004F,200011600,Montgomery County Police,Injury Crash,03/09/2020 02:00:00 PM,County,SHADY GROVE RD,RAMP 5 FR IS 270 SB TO SHADY GROVE RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,44E71610-B3DD-4D45-B9A7-F59AA7886BDE,No,POSSIBLE INJURY,,NOT DISTRACTED,VA,F103F161-F771-4B44-B49E-12F7EC995030,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,STARTING FROM PARKED,West,40,No,No,2016,TOYOTA,RAV4,39.1307026,-77.1614688,"(39.1307026, -77.1614688)",2015
MCP10270007,15005890,Montgomery County Police,Property Damage Crash,02/05/2015 02:19:00 PM,Maryland (State),NORBECK RD,BAUER DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,21A5D212-3B00-4530-9A90-1A1BAB58DF25,Yes,NO APPARENT INJURY,,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,3D1ABFDD-A468-4ADD-8085-A21327BD8F1F,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40,No,No,2008,VOLVO,C70,39.096012,-77.109216,"(39.096012, -77.109216)",2005
MCP15750093,190037818,Montgomery County Police,Injury Crash,08/08/2019 12:01:00 PM,Maryland (State),HUNGERFORD DR,MANNAKEE ST,,ROCKVILLE,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,EC9D1B7B-8875-47F7-B782-7D72889B4952,Yes,POSSIBLE INJURY,,NOT DISTRACTED,MD,9EC95DAE-731C-4BDA-BD67-51B71B9DA03F,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING U TURN,North,35,No,No,2015,HONDA,CIVIC,39.09620167,-77.15321667,"(39.09620167, -77.15321667)",2015
DD55380059,250017136,ROCKVILLE,Injury Crash,04/20/2025 12:48:00 PM,Maryland (State) Route,ROCKVILLE PIKE,ROLLINS AVE TWINBROOK PKWY TWINBROOK PKWY (NB/L),,,,Angle,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,08CA9D87-8B82-4E40-8BA8-2F7DE848CE6E,Yes,Suspected Minor Injury,Disregarded Other Traffic Sign,Unknown,VA,9120F9F0-698D-4042-9A7F-CE9FF238CAC4,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,Northbound,35,No,No,2015,BMW,320I,39.05880632,-77.12124914,"(39.05880632, -77.12124914)",2015
MCP3290003Q,240053427,MONTGOMERY,Property Damage Crash,11/07/2024 09:10:00 AM,Maryland (State) Route,GEORGIA AVE,COLUMBIA BLVD SEMINARY RD (WB/L),,,,Angle,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,AAB0287F-2B54-48D0-B94A-EDA4ECD61AA6,No,No Apparent Injury,,Not Distracted,MD,AE2E1638-0546-432A-8873-74DC1D22C3AE,Disabling,Twelve O Clock,Sport Utility Vehicle,Accelerating,,35,No,No,2021,HONDA,CR-V,39.00875033,-77.04019467,"(39.00875033, -77.04019467)",2020
MCP2077005Q,240051771,MONTGOMERY,Property Damage Crash,10/29/2024 09:40:00 AM,,,,"Parking Stall        IN PARKING LOT OF 1800 RANDOLPH ROAD, SILVER SPRING MD. MONTGOMERY COUNTY PUBLIC SCHOOL BUS DEPOT.",,,Other,Clear,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,9E85FABA-4B99-42F2-A70C-463F0E86C21A,Yes,No Apparent Injury,Improper Backing,Unknown,MD,3DBB332E-CD8C-4C3C-BBFB-158260023568,Superficial,Five O Clock,Bus - School,Backing,Northbound,0,No,No,2021,FREIGHTLINER,B2 BUS CHASSIS,39.06539847,-77.03492209,"(39.06539847, -77.03492209)",2020
MCP3111007M,230073855,Montgomery County Police,Injury Crash,12/27/2023 03:17:00 PM,County,NEBEL ST,RANDOLPH RD,,,,HEAD ON,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,ALCOHOL PRESENT,,8F90DE7C-0417-4913-9396-8015F9A3D4CC,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",INATTENTIVE OR LOST IN THOUGHT,MD,1CDD545B-FE70-4637-A33E-FE7FCC77B7E4,DISABLING,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,25,No,No,2010,LEXUS,HS250,39.05313967,-77.11097633,"(39.05313967, -77.11097633)",2010
MCP292300DW,250021621,MONTGOMERY,Property Damage Crash,05/17/2025 12:10:00 PM,Maryland (State) Route,VEIRS MILL RD (WB/L),ENNALLS AVE,,,,"Sideswipe, Same Direction",Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,1ABA0A9B-EF8B-42E6-BAF3-A353DEDE0E53,No,No Apparent Injury,,Not Distracted,MD,1D639171-1337-4942-99CC-797E9449251F,Superficial,Four O Clock,Passenger Car,Turning Left,Northbound,30,No,No,2023,NISSAN,VERSA,39.03944394,-77.05427413,"(39.03944394, -77.05427413)",2020
EJ7833001L,15066004,Gaithersburg Police Depar,Property Damage Crash,12/24/2015 04:54:00 PM,Maryland (State),W DIAMOND AVE,BUREAU DR,,GAITHERSBURG,,SAME DIR REAR END,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,E1FD2879-744D-4409-9F0B-20F3AF974F57,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,6CDF32CD-6690-4CEF-9B71-7BBC7E13EAA7,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,35,No,No,2015,HONDA,CRV,39.14163833,-77.21718667,"(39.14163833, -77.21718667)",2015
MCP2667007F,210030064,Montgomery County Police,Injury Crash,08/03/2021 09:03:00 AM,,,,METRO ACCESS PARKING LOT AT 8210 BEECHCRAFT AVE,,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,2FF5A8EF-1309-4506-BB0A-E4817FCA2EE7,Yes,NO APPARENT INJURY,,UNKNOWN,MD,DBD91D26-B5E2-48CB-A426-5F75675A1B7A,UNKNOWN,TEN OCLOCK,(SPORT) UTILITY VEHICLE,ACCELERATING,South,0,No,No,2017,FORD,EXPLORER,39.1660161,-77.168074,"(39.1660161, -77.168074)",2015
MCP31970028,210018333,Montgomery County Police,Injury Crash,05/15/2021 03:50:00 PM,County,GAINES AVE,MERTON RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,87893C5A-0994-4532-BA5F-6F3B87CF4269,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,BF4450E6-0786-42D3-A127-F6B6D459AD7D,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,No,No,2002,HOND,CRV,39.0917125,-77.08677217,"(39.0917125, -77.08677217)",2000
MCP24850018,180063002,Montgomery County Police,Property Damage Crash,12/15/2018 04:00:00 PM,Maryland (State),GEORGIA AVE,ARCOLA AVE,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,,4E9FDFFA-0FAB-437F-B8CF-995B46B4EA5C,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,433C746D-CEC5-4CC1-86F7-1ED0E5203209,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,35,No,No,2007,TOYT,4S,39.047217,-77.052026,"(39.047217, -77.052026)",2005
MCP3238001Y,220048361,Montgomery County Police,Property Damage Crash,11/03/2022 07:29:00 AM,County,WAYNE AVE,DIXON AVE,,,,SAME DIR REAR END,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,A6D548D0-2E38-4B9B-AF09-2AC5D1608366,Yes,NO APPARENT INJURY,,UNKNOWN,MD,BE16150F-03A8-41B5-A5A2-A6734B0A9236,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MAKING U TURN,West,30,No,No,2000,LEXS,ES 300,38.99441,-77.02768833,"(38.99441, -77.02768833)",2000
MCP2513004M,240048322,MONTGOMERY,Injury Crash,10/10/2024 07:18:00 AM,County Route,FOREST GLEN RD,FOREST GLEN RD GEORGIA AVE,,,Cyclist (non-electric),Single Vehicle,Clear,Dry,Daylight,Pedestrian Crossing,"Not Suspect of Alcohol Use, Not Suspect of Drug Use","Not Suspect of Alcohol Use, Not Suspect of Drug Use",B03957C6-DF4F-4562-9B10-0FDB952E951F,No,No Apparent Injury,,Not Distracted,MD,7186D8CF-1B23-460A-922B-48103D89BE30,Functional,Twelve O Clock,Passenger Car,Turning Left,,35,No,No,2019,LEXUS,UX,39.0153875,-77.04281759,"(39.0153875, -77.04281759)",2015
MCP28910091,200008111,Montgomery County Police,Injury Crash,02/18/2020 01:15:00 PM,County,FOREST GLEN RD,GEORGIA AVE,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,B833FE5C-B541-4FE9-85C1-80511E0D3D03,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,EA58C4B1-F96F-471F-91C9-72F9ADA40A34,DISABLING,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,35,No,No,2007,VOLVO,S40,39.0155649,-77.04284841,"(39.0155649, -77.04284841)",2005
MCP2989002D,230028798,Montgomery County Police,Property Damage Crash,06/15/2023 11:22:00 AM,County,COMPRINT CT,SHADY GROVE RD,,,,SAME DIR REAR END,CLEAR,,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,1D0127A9-3163-436A-82EC-C645350D4FD5,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,B8F177ED-BEB6-40F8-B36A-BB4835BAF233,DISABLING,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,40,No,No,2001,JAGU,XJR,39.119965,-77.18327333,"(39.119965, -77.18327333)",2000
MCP2504001S,16055164,Montgomery County Police,Injury Crash,10/26/2016 05:20:00 PM,Interstate (State),EISENHOWER MEMORIAL HWY,RAMP 6 FR IS 270 EB TO MD 355 SB,,,,SAME DIR REAR END,CLEAR,DRY,DUSK,NO CONTROLS,NONE DETECTED,,CC4F1219-FB3A-4E26-8D98-FF23B820B564,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,8F4277E6-2800-4786-9FDD-EC071DE31525,DISABLING,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,South,55,No,No,2011,CHEVROLET,EQUINOX,39.025048,-77.108609,"(39.025048, -77.108609)",2010
MCP1564007V,240001469,MONTGOMERY,Property Damage Crash,01/10/2024 09:05:00 AM,Maryland (State) Route,GEORGIA AVE,QUEEN MARY DR,,,,Front to Rear,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,63F61329-40D7-4D71-A7B0-13F7B5DDFA50,No,No Apparent Injury,"Improper Turn, Too Fast For Conditions",Not Distracted,MD,F7741B69-8C20-41A4-A0CD-78B85F661287,Functional,Eleven O Clock,Bus - School,Turning Left,Northbound,30,No,No,2021,THOMAS BUILT,SCHOOL BUS,39.1483345,-77.06678,"(39.1483345, -77.06678)",2020
MCP31500006,180012483,Montgomery County Police,Injury Crash,03/12/2018 06:08:00 PM,County,WAYNE AVE,CEDAR ST,,,PEDESTRIAN,,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,3AE7A3A8-8BEC-433D-8549-7F7013303959,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,DC,E2DC5284-3C92-4FA9-A388-CB9E411C8728,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,No,No,2009,HONDA,FIT,38.99688,-77.022125,"(38.99688, -77.022125)",2005
MCP2846002H,16066298,Montgomery County Police,Injury Crash,12/25/2016 02:49:00 PM,Maryland (State),GEORGIA AVE,WINDHAM LA,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,33E864A5-DB81-4009-A43B-9022D25A354A,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,BD8D54EE-AD06-4CCE-AE9E-A8B5ED420C1C,NO DAMAGE,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,40,No,No,2016,HONDA,4S,39.06041333,-77.04498167,"(39.06041333, -77.04498167)",2015
DD5681000N,250027308,ROCKVILLE,Property Damage Crash,06/19/2025 10:45:00 AM,Municipality Route,E GUDE DR (WB/L),,,,,Front to Rear,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,37F3EBA9-C862-4D72-BC79-FCBC6D5E22C2,No,No Apparent Injury,,Not Distracted,MD,23BF177F-2F1E-4BEF-B807-D98F52806FDC,Functional,Six O Clock,Passenger Car,Moving Constant Speed,Northbound,35,No,No,2016,BUICK,ENCORE,39.09329274,-77.13158261,"(39.09329274, -77.13158261)",2015
MCP1569000N,180034867,Montgomery County Police,Property Damage Crash,07/14/2018 04:47:00 PM,County,SHADY GROVE RD,CRABBS BRANCH WAY,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,B10EF96C-475E-4EFC-B9A6-2DA22EA51A11,Yes,NO APPARENT INJURY,,UNKNOWN,MD,99E179C3-4332-4792-9FE1-458181B5A7A6,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40,No,No,2016,HOND,HR-V,39.12876333,-77.167435,"(39.12876333, -77.167435)",2015
MCP2855004M,230056511,Montgomery County Police,Injury Crash,09/23/2023 04:40:00 PM,Maryland (State),UNIVERSITY BLVD W,SUTHERLAND RD,,,,SAME DIRECTION RIGHT TURN,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,BFD8175D-73EF-4B95-BB21-05F5B170B5EA,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,DC,6549C0F9-AABE-4FBB-B2B7-3F162FCB2F59,FUNCTIONAL,ELEVEN OCLOCK,TRANSIT BUS,STOPPED IN TRAFFIC LANE,West,0,No,No,2013,TBU,BUS,39.02004167,-77.01289333,"(39.02004167, -77.01289333)",2010
MCP2512001T,16014899,MONTGOMERY,Injury Crash,03/26/2016 04:40:00 PM,Municipality,KENTLANDS BLVD,GREAT SENECA HWY,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D1D36148-4846-4CC4-9020-4B0E412D1EE5,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,52F24403-EF74-4FC6-B19E-86490C5ADF8B,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,25,No,No,2009,HONDA,CIVIC,39.12343333,-77.23239333,"(39.12343333, -77.23239333)",2005
MCP2637003J,190060719,Montgomery County Police,Property Damage Crash,12/17/2019 10:34:00 AM,Maryland (State),DARNESTOWN RD,EDISON PARK DR,,GAITHERSBURG,,STRAIGHT MOVEMENT ANGLE,,WET,DAYLIGHT,STOP SIGN,NONE DETECTED,,FA25BDF1-3041-40E3-BD98-D39EF3097BB6,Unknown,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,8B249D3D-BAE8-48C8-8AFA-EFC9E7F99FB7,DISABLING,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,No,No,2014,CADI,TK,39.10963333,-77.23786833,"(39.10963333, -77.23786833)",2010
MCP3004001K,170516470,Montgomery County Police,Property Damage Crash,06/29/2017 05:40:00 PM,Maryland (State),BRADLEY LA,CONNECTICUT AVE,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,0993E4F1-945B-4E64-846A-279E477B9EB8,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,7280368C-1EFD-49E3-8912-A58B693A2564,NO DAMAGE,ELEVEN OCLOCK,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",PARKED,,35,No,Yes,2004,CARGO,4400,38.97669996,-77.0770821,"(38.97669996, -77.0770821)",2000
MCP3170003N,230067494,Montgomery County Police,Property Damage Crash,11/20/2023 04:00:00 PM,,,,"PARKING LOT OF 1776 E JEFFERSON ST ROCKVILLE, MD",,,OTHER,CLEAR,,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,55A300D8-2EC5-48F0-BEB8-A6B6D3B24629,Yes,NO APPARENT INJURY,,UNKNOWN,,23B532DF-502E-4F2B-A44C-B96407E21A59,UNKNOWN,UNKNOWN,PASSENGER CAR,BACKING,Unknown,0,No,No,2012,LEXUS,SPORT,39.0575457,-77.1244196,"(39.0575457, -77.1244196)",2010
MCP2906002S,200025984,Montgomery County Police,Property Damage Crash,07/04/2020 06:00:00 PM,County,MUDDY BRANCH RD,HARMONY HALL RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,,E2DD0A69-227C-4CBF-A131-369D2DBE0F59,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,D22EF11F-F120-4B5C-8328-100B6A258C17,SUPERFICIAL,SEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,30,No,No,2019,CHEV,TRAVERSE,39.13653333,-77.20551333,"(39.13653333, -77.20551333)",2015
MCP3407000Z,250015351,MONTGOMERY,Injury Crash,04/08/2025 08:39:00 PM,Maryland (State) Route,,,,,,Front to Rear,Clear,Dry,Dark - Lighted,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,B5AB0246-9F7F-47F4-AFCC-89B7F1C4C07C,No,Possible Injury,,Not Distracted,MD,FB730DB7-6A8D-451B-8DE0-409690EEA8DD,Disabling,Six O Clock,Passenger Car,Slowing or Stopping,Westbound,40,No,No,2015,TOYOTA,COROLLA,39.182235,-77.30744,"(39.182235, -77.30744)",2015
DD56030030,16040873,Rockville Police Departme,Injury Crash,08/12/2016 10:03:00 AM,Maryland (State),HUNGERFORD DR,MANNAKEE ST,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,B6451C24-5AD7-450D-B440-839E1B5DEDEE,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,FC52628E-822C-4EF1-BFF5-87A7BA37AD8C,DISABLING,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,No,No,2011,HYUN,4S,39.09672065,-77.15317369,"(39.09672065, -77.15317369)",2010
MCP33120049,230061570,Montgomery County Police,Property Damage Crash,10/20/2023 08:51:00 AM,County,CHERRY HILL RD,PLUM ORCHARD DR,,,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,80172E01-AD0F-4086-A29C-709FA9905587,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,0BD63C6B-8AA4-439A-8DC7-F217D375117C,FUNCTIONAL,FOUR OCLOCK,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,North,40,No,No,2014,DODGE,CHARGER,39.05312833,-76.95326833,"(39.05312833, -76.95326833)",2010
DD56040045,220023454,Rockville Police Departme,Property Damage Crash,06/01/2022 03:09:00 PM,Maryland (State),ROCKVILLE PIKE,TALBOTT ST,,ROCKVILLE,,ANGLE MEETS RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7B8F3FD2-CCF7-422B-BF9A-5CE445D23378,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,B18939B0-53E4-4604-A088-C43F2CB2771C,DESTROYED,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2022,TOYOTA,CAMRY,39.07079283,-77.1321125,"(39.07079283, -77.1321125)",2020
MCP3350003N,240053696,MONTGOMERY,Injury Crash,11/08/2024 03:05:00 PM,Maryland (State) Route,ROCKVILLE PIKE,BROAD BROOK DR,,,,Angle,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,CDF38F40-93A8-416C-B093-73953C2BE120,Yes,No Apparent Injury,,Not Distracted,MD,9AAB167D-3E47-48DD-B600-1AC0899634F5,Disabling,Three O Clock,Station Wagon,Turning Left,Southbound,35,No,No,2021,VOLVO,XC40,39.01199258,-77.09794186,"(39.01199258, -77.09794186)",2020
