Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
MCP2298007H,16004607,Montgomery County Police,Injury Crash,01/28/2016 06:26:00 PM,Maryland (State),OLD HUNDRED RD,COMUS RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,WET,DARK NO LIGHTS,STOP SIGN,NONE DETECTED,,60D9E3CC-3734-42BD-9DB4-AF3A8862B472,Yes,SUSPECTED MINOR INJURY,"N/A, WET",NO DRIVER PRESENT,MD,B70441B2-BAC2-46BF-B393-C83A96AF6A2A,FUNCTIONAL,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,30,No,No,2003,BMW,330XI,39.24674833,-77.349865,"(39.24674833, -77.349865)"
MCP3377002F,240050409,MONTGOMERY,Property Damage Crash,10/21/2024 05:00:00 PM,County Route,CAMERON ST,GEORGIA AVE,,,,"Sideswipe, Same Direction",Clear,Dry,Daylight,No Controls,"Unknown, Unknown",,79FACF57-E34C-410D-87FA-EE81846CB4C6,No,,,,,0B6C9A1F-1438-4FFA-9D8A-B8DE4604D2CA,Vehicle Not at Scene,Vehicle Not at Scene,,Changing Lanes,,35,No,No,0,,,38.99758204,-77.02971824,"(38.99758204, -77.02971824)"
MCP3064001P,190003039,Montgomery County Police,Injury Crash,01/19/2019 12:50:00 PM,County,SHOREFIELD RD,GEORGIA AVE,,,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,,NONE DETECTED,,BEDA4A66-B4F9-42DA-8396-F501E6F5EC0A,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,6EDC91F6-8461-42AF-89CE-6A55F4C445C1,NO DAMAGE,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,30,No,No,2014,FORD,F150,39.05302133,-77.04945417,"(39.05302133, -77.04945417)"
MCP1182002S,190045915,Montgomery County Police,Property Damage Crash,09/25/2019 08:15:00 AM,Maryland (State),OLD GEORGETOWN RD,ALTA VISTA RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,297F5005-7002-45D7-9F2C-0E0889C80ED4,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,AAC6D50D-3B50-4BF0-A530-919A494C62AE,FUNCTIONAL,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,35,No,No,2014,HONDA,CRV,39.00605333,-77.11151333,"(39.00605333, -77.11151333)"
MCP29670072,250034164,MONTGOMERY,Property Damage Crash,07/31/2025 06:45:00 PM,County Route,SEVEN LOCKS RD,,,,,"Sideswipe, Same Direction",Rain,Wet,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,6D2A5D28-D840-4250-B9FD-BD95A3134321,No,No Apparent Injury,,Not Distracted,MD,0D76FDD1-E885-41F5-828D-61E763A7ADE5,Disabling,Two O Clock,Sport Utility Vehicle,Moving Constant Speed,Southbound,35,No,No,2023,LEXUS,RX,39.02182218,-77.16223222,"(39.02182218, -77.16223222)"
MCP2799003R,180009977,Montgomery County Police,Property Damage Crash,02/26/2018 06:20:00 PM,County,EDNOR RD,ALEXANDER MANOR DR,,,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,19C1D6C5-68BA-470C-A051-A6623088CF37,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,FC14D0AE-CC74-4428-BA88-1A9CFE9B54C5,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40,No,No,2007,HONDA,ODESSEY,39.12736833,-77.01823167,"(39.12736833, -77.01823167)"
MCP30520017,180027348,Montgomery County Police,Property Damage Crash,06/03/2018 10:25:00 PM,,,,PARKING LOT OF 701 RUSSELL AVE,,,SAME DIRECTION RIGHT TURN,,,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,,A75D53C3-F23E-40BA-AD3A-0C9BE179980C,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,7FA96F60-DA37-4399-B983-24BBB0C83859,SUPERFICIAL,SIX OCLOCK,TRANSIT BUS,MAKING RIGHT TURN,South,25,No,No,2017,GILG,BU,39.15310833,-77.20034833,"(39.15310833, -77.20034833)"
MCP3158000S,180063869,Montgomery County Police,Property Damage Crash,12/21/2018 06:33:00 PM,County,EAST VILLAGE AVE,LEWISBERRY DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,343C0451-7677-4A44-8466-DD695C24B6D0,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,28A2A1E7-9560-4F7F-A14A-298A05F047AD,FUNCTIONAL,TEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,30,No,No,2009,NISSON,ALTIMA,39.185025,-77.17599333,"(39.185025, -77.17599333)"
MCP15750076,180043204,Montgomery County Police,Injury Crash,08/30/2018 08:05:00 AM,Maryland (State),FREDERICK RD,REDLAND RD,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,AD306BE6-2069-40A0-8BAD-676D99FC26A9,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,010BDD51-0D24-45B8-8B80-2078BB011BF1,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,30,No,No,2016,KIA,SOUL,39.11575833,-77.16604,"(39.11575833, -77.16604)"
MCP94190016,170503561,Montgomery County Police,Property Damage Crash,04/22/2017 02:14:00 PM,County,REDLAND RD,ENT SHADY GROVE METRO STATION,,,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,OTHER,NONE DETECTED,,5F72DD81-1386-49FE-B679-99D5B8D6BBCC,Yes,NO APPARENT INJURY,"N/A, WET",LOOKED BUT DID NOT SEE,MD,B0725C17-BC29-4D4D-A1C8-A61F5A4A08ED,SUPERFICIAL,SEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,35,No,No,2003,LEXS,4S,39.83806818,-76.86584473,"(39.83806818, -76.86584473)"
MCP27800078,230050547,Montgomery County Police,Property Damage Crash,08/21/2023 03:06:00 PM,County,MIDDLEBROOK RD,AMARANTH DR,,,,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E7BD3527-0A4F-4A16-8EE5-E8F453C7DC27,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,BF3A6E2D-6E47-42DE-BA07-AF4756086B2C,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,No,No,2020,NISS,SENTRA,39.17410833,-77.25082517,"(39.17410833, -77.25082517)"
MCP2923005J,190030746,Montgomery County Police,Property Damage Crash,06/27/2019 09:24:00 PM,County,RANDOLPH RD,GLENMONT CIR #1,,,,OTHER,CLOUDY,DRY,DARK LIGHTS ON,OTHER,NONE DETECTED,,7251FEA8-D495-4C74-99AB-A062D12E09E3,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,74B459AD-5061-4F46-AD88-B653D7B1EDEC,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,35,No,No,2018,TOYOTA,RAV4,39.05966402,-77.04638085,"(39.05966402, -77.04638085)"
MCP3030002B,190019935,Montgomery County Police,Injury Crash,04/28/2019 06:02:00 PM,Maryland (State),FALLS RD,GABLE MANOR CT,,,,HEAD ON,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,F38EEEF7-FBD1-45E9-B31C-C444C4E9D842,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,B16450AD-0BAC-46FC-952F-B78E27E6BDC1,DISABLING,NINE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2016,VOLVO,4S,39.02130167,-77.20762833,"(39.02130167, -77.20762833)"
MCP2987007H,220050174,Montgomery County Police,Property Damage Crash,11/13/2022 09:02:00 PM,US (State),COLESVILLE RD,SOUTHWOOD AVE,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK -- UNKNOWN LIGHTING,TRAFFIC SIGNAL,NONE DETECTED,,D27DD3CF-A94F-41F5-8B70-A7E134EBAFA8,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,731C5C37-E6E0-449B-BB06-2F0EF839E85D,SUPERFICIAL,NINE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,50,No,No,2019,AUDI,A5,39.02595418,-77.01074089,"(39.02595418, -77.01074089)"
DD56060052,190012395,Rockville Police Departme,Injury Crash,03/17/2019 11:12:00 AM,Maryland (State),VEIRS MILL RD,JEFFERSON PLAZA,,ROCKVILLE,,HEAD ON,CLEAR,DRY,DARK LIGHTS ON,WARNING SIGN,NONE DETECTED,,9E70C396-3FF3-46BE-8C50-E95EA4432812,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,77627C49-2769-4854-9808-BC53FE232117,DISABLING,TWELVE OCLOCK,OTHER,MOVING CONSTANT SPEED,East,35,No,No,2012,VOVL,4S,39.42202833,-77.434255,"(39.42202833, -77.434255)"
MCP14380088,190016834,Montgomery County Police,Property Damage Crash,04/11/2019 09:20:00 AM,County,SHADY GROVE RD,FREDERICK RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,0DF8B344-5378-481A-AC34-71D79F7A764F,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,A709B032-D264-42FA-898A-07AE307C0023,DISABLING,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,West,40,No,No,2014,NISS,SU,39.12207167,-77.178455,"(39.12207167, -77.178455)"
MCP243600F8,210052190,Montgomery County Police,Injury Crash,12/22/2021 12:50:00 PM,Maryland (State),UNIVERSITY BLVD E,DEARBORN AVE,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A12D803E-A659-44CC-9A17-B2EFF76C3E7A,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,6CED5A19-F94E-4858-B302-A2D0A017BA38,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2003,HYUNDAI,ELANTRA,39.0112316,-77.00169827,"(39.0112316, -77.00169827)"
DD5601002L,17002314,Rockville Police Departme,Property Damage Crash,01/13/2017 06:25:00 PM,Maryland (State),ROCKVILLE PIKE,TALBOTT ST,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,F2E3194D-48B6-4DCC-84E1-09F648F84286,Yes,NO APPARENT INJURY,,UNKNOWN,MD,A05C32A6-F3C1-45DF-BA40-15E19D8DB65D,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,UNKNOWN,North,40,No,No,2002,FORD,TK,39.07085633,-77.1316765,"(39.07085633, -77.1316765)"
MCP2780003C,170539011,Montgomery County Police,Property Damage Crash,10/26/2017 04:41:00 PM,Maryland (State),FREDERICK RD,COLLINS DR,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,,,263869A1-9AC1-4DF9-961A-A88B9344C1CD,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,3D2D5F19-6D21-4B63-BA18-F66E48BE12CD,SUPERFICIAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,South,40,No,No,2009,JEEP,TK,39.19393,-77.24387333,"(39.19393, -77.24387333)"
MCP2588001T,16048475,Montgomery County Police,Injury Crash,09/21/2016 07:29:00 AM,Maryland (State),VEIRS MILL RD,TURKEY BRANCH PKWY,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,OTHER,NONE DETECTED,,D9382743-AA4E-4B58-B8F7-0493944FB239,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,B5BB0412-08B2-4B9A-9C39-759DEABC7CC8,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,45,No,No,1999,TOYOTA,CAMRY,39.05989,-77.08879667,"(39.05989, -77.08879667)"
MCP3190001Y,200023046,Montgomery County Police,Property Damage Crash,06/12/2020 02:25:00 AM,County,GALT AVE,DAWSON AVE,,,,OTHER,,DRY,DARK NO LIGHTS,,ALCOHOL PRESENT,,03FFE81C-6CAF-4980-BA0D-848BE83B1CC4,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,2BC6E72C-BAB7-4FAB-9C81-EA1E62FE2B68,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,No,No,2012,HONDA,PILOT,39.04552667,-77.05532,"(39.04552667, -77.05532)"
MCP94280024,190014869,Montgomery County Police,Property Damage Crash,03/31/2019 07:12:00 AM,County,LOCBURY DR,LOCBURY CT,,,,SAME DIRECTION SIDESWIPE,RAINING,WET,DAWN,STOP SIGN,ALCOHOL PRESENT,,650B0A79-15B7-49E9-9BB6-E0191FF2A097,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,A7F89C2C-8C5E-49FC-9000-395C75EA312C,DISABLING,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,30,No,No,2011,TOYT,RAV4,39.18590865,-77.26582799,"(39.18590865, -77.26582799)"
MCP2929000Q,15032668,MONTGOMERY,Property Damage Crash,07/04/2015 10:56:00 AM,County,RANDOLPH RD,KEMP MILL RD,,,,SAME DIR REAR END,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,4FB5A317-C8FB-46B3-8D6B-CB2190FB1FEF,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,4E8A5C8E-F106-4726-84F4-6E46CEA9CC38,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,45,No,No,2014,MITSUBISHI,TK,39.0665,-77.030825,"(39.0665, -77.030825)"
MCP2466004B,230028136,Montgomery County Police,Property Damage Crash,06/11/2023 02:12:00 PM,Maryland (State),GEORGIA AVE,FOREST GLEN RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,FD27D5C1-168C-4652-BB00-18988BAA9D14,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,7DC0E728-A474-483B-9D3D-CA6BDAFF6F3C,SUPERFICIAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,North,30,No,No,2013,TOYT,HIGHLANDER TK,39.01546217,-77.04259422,"(39.01546217, -77.04259422)"
EJ7894002T,230020087,Gaithersburg Police Depar,Property Damage Crash,04/27/2023 07:45:00 AM,Maryland (State),MONTGOMERY VILLAGE AVE,FREDERICK RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,EEDDBC0F-BDCF-4982-9D47-E9A35CB1DCA0,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,0D0D55DD-BC1C-40C6-BFE3-805EC668FA4C,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,35,No,No,2010,NISS,TK,39.14981642,-77.21532335,"(39.14981642, -77.21532335)"
MCP26110014,16010293,MONTGOMERY,Property Damage Crash,03/01/2016 05:00:00 PM,County,CALVERTON BLVD,FALLSTON AVE,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,8CDC52ED-044D-47CE-8385-3C5D08349D89,Yes,NO APPARENT INJURY,,UNKNOWN,,EB11E614-319E-47F0-A899-5B542073A02F,FUNCTIONAL,TWELVE OCLOCK,UNKNOWN,MOVING CONSTANT SPEED,West,30,No,No,9999,GMC,YUKON,39.0655728,-76.94448709,"(39.0655728, -76.94448709)"
MCP1580002S,15008294,Montgomery County Police,Injury Crash,02/20/2015 08:06:00 AM,Maryland (State),FREDERICK RD,ONEILL DR,,GAITHERSBURG,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,0AF04AFF-8F3A-473B-A4B9-936D4AC3A7E4,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,02588D81-0251-42BF-985D-860103FDB035,SUPERFICIAL,SIX OCLOCK,PICKUP TRUCK,SLOWING OR STOPPING,South,35,No,No,2004,CHEV,SIERRA,39.12403,-77.179855,"(39.12403, -77.179855)"
MCP2667005K,190000782,Montgomery County Police,Property Damage Crash,01/05/2019 01:36:00 PM,Maryland (State),MONTGOMERY VILLAGE AVE,RUSSELL AVE,,GAITHERSBURG,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,,NONE DETECTED,,A5C2AC38-096B-4835-91DB-06B46445FC2D,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,1E1F739F-7C95-4441-8DF9-6E4E021B4935,FUNCTIONAL,FIVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,35,No,No,2006,BMW,2S,39.15493083,-77.20954083,"(39.15493083, -77.20954083)"
MCP2931006X,240019211,MONTGOMERY,Property Damage Crash,04/24/2024 08:27:00 PM,County Route,LAUDERDALE DR,RANDOLPH RD (WB/L),,,,Rear To Side,Clear,Dry,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,42478D9C-E241-4422-9C9B-56890522D552,No,No Apparent Injury,,Not Distracted,MD,2D367C12-4F5B-4AE2-AA84-0D6A763D679C,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,,40,No,,2015,NISSAN,ROGUE,39.05364833,-77.10417333,"(39.05364833, -77.10417333)"
MCP30900097,250050843,MONTGOMERY,Injury Crash,11/12/2025 06:02:00 PM,County Route,MONTGOMERY VILLAGE AVE,,,,,Front to Rear,Clear,Dry,Dark - Lighted,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,CC6F90B2-7676-478F-A355-219F26DC5853,Yes,No Apparent Injury,"Operated Motor Vehicle in Inattentive, Careless, Negligent, or Erratic Manner",Unknown,,E5819822-E9B9-47D2-9475-AD15DF4DD120,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,Northbound,35,No,No,2012,FORD,FOCUS,39.17746583,-77.2027325,"(39.17746583, -77.2027325)"
MCP16040015,170539782,Montgomery County Police,Injury Crash,10/30/2017 12:30:00 PM,Maryland (State),WOODFIELD RD,SNOUFFERS SCHOOL RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,E528FBF0-9262-4963-8A29-2DFF08D797F0,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,287C96C7-EDAD-4F07-B81A-7F1B1B67FE55,DISABLING,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2013,FORD,FUSION,39.15901667,-77.16024399,"(39.15901667, -77.16024399)"
MCP2047004V,230027330,Montgomery County Police,Injury Crash,06/07/2023 12:13:00 PM,Maryland (State),W MONTGOMERY AVE,SPUR TO FALLSGROVE DR,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D5B4043B-0A96-4E7F-BBE2-5444862FC954,Unknown,POSSIBLE INJURY,,NOT DISTRACTED,MD,CF019A52-2A1A-4F1C-9348-43676BAA4BFC,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,45,No,No,2020,DODGE,CHARGER,39.09993083,-77.18524317,"(39.09993083, -77.18524317)"
MCP3180001Z,210007931,Montgomery County Police,Injury Crash,03/02/2021 07:12:00 PM,County,EMORY LA,GEORGIA AVE,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,2C5CD2D5-6E5D-4C0D-AA43-A622DE3EDBA2,Yes,POSSIBLE INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,0D0893BB-E231-4862-B200-70EDB8D07128,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,RIGHT TURN ON RED,West,40,No,No,2021,MAZDA,CX5,39.12623,-77.07267667,"(39.12623, -77.07267667)"
DD5653002D,230032715,Rockville Police Departme,Property Damage Crash,07/09/2023 04:30:00 PM,Maryland (State),ROCKVILLE PIKE,WOOTTON PKWY,,ROCKVILLE,,SAME DIR REAR END,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,,C9DC9FBF-C280-495E-B126-5B53CE4AD57B,Yes,NO APPARENT INJURY,"N/A, WET",UNKNOWN,MD,6C392085-BECB-413C-A951-3FFA5436FA26,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,UNKNOWN,North,35,No,No,2020,CHEVROLET,SILVARADO,39.07702269,-77.13916801,"(39.07702269, -77.13916801)"
DM8388000T,16019225,Takoma Park Police Depart,Property Damage Crash,04/19/2016 03:56:00 PM,Maryland (State),UNIVERSITY BLVD E,PRINCE GEORGES CO/L,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,77762275-C306-40C8-A93B-C2E47C3E138A,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,B725382C-BA97-4165-95D4-CB59F87A155E,SUPERFICIAL,TWO OCLOCK,PASSENGER CAR,ACCELERATING,East,35,No,No,2015,TOYOTA,COROLLA,38.98706971,-76.98490798,"(38.98706971, -76.98490798)"
MCP3200009W,230065610,Montgomery County Police,Injury Crash,11/10/2023 02:19:00 PM,County,DEMOCRACY BLVD,SEVEN LOCKS RD,,,,SAME DIR REAR END,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,7DDC27C5-C144-429B-BEAF-07FE0015A709,Yes,NO APPARENT INJURY,"N/A, WET",UNKNOWN,XX,E3DE22FC-5DAE-44B3-996E-386E343C2323,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,No,No,2019,FORD,FUSION,39.0232885,-77.1615545,"(39.0232885, -77.1615545)"
DM8421000Q,16063743,Takoma Park Police Depart,Property Damage Crash,12/12/2016 01:19:00 PM,,,,"PARKING LOT 7600 CARROLL AVE
WASHINGTON ADVENTIST HOSPITAL",,,OTHER,CLOUDY,,DAYLIGHT,,NONE DETECTED,,8C35ABE7-B831-4B1C-919D-6CECD7DD0527,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,06CDFE00-ACF1-4098-906C-74115FD152FA,SUPERFICIAL,TEN OCLOCK,AMBULANCE/EMERGENCY,PARKED,,0,No,Yes,2010,FREIGHTLINER,AMBULANCE,38.98597833,-77.00199833,"(38.98597833, -77.00199833)"
DM8451000N,15062337,TAKOMA,Property Damage Crash,12/06/2015 03:06:00 PM,Maryland (State),NEW HAMPSHIRE AVE,KIRKLYNN AVE,,TAKOMA PARK,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,,,2C3E48EF-1DCC-4C62-A872-36EFEC68256F,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,9CA1BBED-67DD-42ED-9560-8AB2AD03014E,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,CHANGING LANES,South,35,No,No,2006,NISSAN,SENTRA,38.98260591,-77.01333404,"(38.98260591, -77.01333404)"
MCP3199000Y,190055170,Montgomery County Police,Injury Crash,11/15/2019 05:30:00 PM,County,RANDOLPH RD,VITAL WAY,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,,,,0F48EC25-FFC1-44F9-9269-2112DBE6C2A7,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,25DA191C-989C-40D8-BE5D-0A8DAC783DA5,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,40,No,No,2000,TOYTA,COROLLA,39.07533333,-77.00420833,"(39.07533333, -77.00420833)"
MCP2936006Z,250019934,MONTGOMERY,Injury Crash,05/06/2025 04:25:00 PM,Maryland (State) Route,BRADLEY BLVD,,,,,Front to Rear,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,C21ABAAD-527F-4E33-AAEC-738DB1A926ED,Yes,Suspected Minor Injury,"Followed Too Closely, Other Improper Action","Other Action (looking away from task, etc.)",MD,1FED7C12-6C83-4CBC-86E4-5C656C8A9602,Disabling,Twelve O Clock,Passenger Car,Slowing or Stopping,Northbound,35,No,No,2013,MERCEDES-BENZ,C-CLASS,39.0046275,-77.139266,"(39.0046275, -77.139266)"
MCP3132000H,180051293,Montgomery County Police,Injury Crash,10/13/2018 02:18:00 PM,County,FRANKLIN ST,EDGEFIELD RD,,,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,,,1CD5CE28-FC26-4B98-B9FB-D72368CCDDB7,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,NJ,CC1C981E-4E75-45B4-8C22-9E7C5A64B383,FUNCTIONAL,TWELVE OCLOCK,STATION WAGON,MOVING CONSTANT SPEED,North,25,No,No,2014,BMW,3 SERIES,39.01996167,-77.09558667,"(39.01996167, -77.09558667)"
MCP28770049,170531243,Montgomery County Police,Injury Crash,09/18/2017 09:13:00 AM,US (State),COLESVILLE RD,DALE DR,,,,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,A0E744D2-7530-43BB-A1A3-C48E92A06CAA,Yes,NO APPARENT INJURY,,UNKNOWN,MD,DF52E0AD-CDC9-4378-BF20-37F27F4E677F,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,35,No,No,2010,HONDA,ODYSSEY,39.0052952,-77.02289343,"(39.0052952, -77.02289343)"
MCP272600CM,250010163,MONTGOMERY,Property Damage Crash,03/08/2025 11:23:00 AM,Private Route,,E GUDE DR,,,,Other,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,8916F5E2-5F0B-4972-99EC-9C4F04AE86E7,No,No Apparent Injury,,Not Distracted,MD,23892C36-E6DF-40F0-A783-E508ED7CB767,Disabling,One O Clock,Passenger Car,Moving Constant Speed,,40,No,No,2022,DODGE,CHALLENGER,39.10631046,-77.14914227,"(39.10631046, -77.14914227)"
MCP23720051,220050127,Montgomery County Police,Property Damage Crash,11/13/2022 01:50:00 PM,Maryland (State),WILSON LA,ENT TO THOMAS W. PYLE MIDDLE SCHOOL,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,65B74FA5-AC49-408C-93B0-1C5B4FFFED8B,Yes,NO APPARENT INJURY,,BY MOVING OBJECT IN VEHICLE,DC,BE7BCDF8-A49A-4A65-A57E-D65491248218,FUNCTIONAL,FIVE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,East,30,No,No,2014,HYUNDAI,SANTE FE,38.98801883,-77.12936833,"(38.98801883, -77.12936833)"
